chromophore_smiles,solvent_original,canonical_chromophore_smiles,canonical_solvent_smiles,absorption_nm,emission_nm,lifetime_ns,quantum_yield,log_extinction,source_dataset,fluodb_source,fluodb_tag,fluodb_tag_name,fluodb_solvent_num,fluodb_split,reference_doi,stokes_shift_nm
C1=CC(c2ccc(C=Cc3ccc(-c4ccnc(-c5cccc(-c6ccccc6)n5)c4)cc3)cc2)C2=Nc3ccccc3C2=C1,ClCCl,C1=CC(c2ccc(C=Cc3ccc(-c4ccnc(-c5cccc(-c6ccccc6)n5)c4)cc3)cc2)C2=Nc3ccccc3C2=C1,ClCCl,469.0,,,,,FluoDB-Lite,ChemDataExtractor,10.0,5p6,1.0,train,,
O=C(O)CCCN=C(O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CO,O=C(O)CCCN=C(O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CO,371.0,508.0,,0.9900000095367432,,FluoDB-Lite,ChemFluo,8.0,PAHs,14.0,train,10.1039/c4ra06282e,137.0
O=c1oc2c(ccc3ccccc32)cc1-c1ccc([N+](=O)[O-])cc1,CC#N,O=c1oc2c(ccc3ccccc32)cc1-c1ccc([N+](=O)[O-])cc1,CC#N,,,,,4.229988836544811,FluoDB-Lite,Epsilon,2.0,Coumarin,1.0,train,,
CCCCCCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5CCCCCCCC)c4nc5c6cccnc6c6ncccc6c5nc34)ccc21,ClCCl,CCCCCCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5CCCCCCCC)c4nc5c6cccnc6c6ncccc6c5nc34)ccc21,ClCCl,473.0,,,,,FluoDB-Lite,Dye aggregation,3.0,Carbazole,1.0,test,10.1039/c9nj00087a,
C[N+](C)=C1C=CC2=C(c3ccccc3C(F)(F)F)c3ccc(N4CCCC4)cc3P(=O)(c3ccccc3)C2=C1,O,C[N+](C)=C1C=CC2=C(c3ccccc3C(F)(F)F)c3ccc(N4CCCC4)cc3P(=O)(c3ccccc3)C2=C1,O,713.0,741.0,,0.209999993443489,,FluoDB-Lite,ChemFluo,13.0,6n6,1.0,train,10.1039/D0OB00189A,28.0
CSc1sc(C(=O)c2ccccc2)c2nnnc(O)c12,CO,CSc1sc(C(=O)c2ccccc2)c2nnnc(O)c12,CO,400.0,495.0,,0.0068999999202787,4.079181246047625,FluoDB-Lite,Deep4Chem,12.0,5n6,6.0,test,10.1016/j.saa.2009.03.026,95.0
COc1ccc(-c2cc(=O)c3cc(O)c(OC)c(Cc4c(O)cc(C)oc4=O)c3o2)cc1,CO,COc1ccc(-c2cc(=O)c3cc(O)c(OC)c(Cc4c(O)cc(C)oc4=O)c3o2)cc1,CO,,,,,0.6394865025677989,FluoDB-Lite,Epsilon,11.0,6p6,1.0,train,,
CCCCCCCCN1c2ccc(-c3ccc(/C=C(\C#[NH+])C(=O)O)s3)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc4c(c3)Sc3cc(OC[C@@H](CC)CCCC)ccc3N4CCCCCC)s2)[C@@H]1[O-],C1CCOC1,CCCCCCCCN1c2ccc(-c3ccc(/C=C(\C#[NH+])C(=O)O)s3)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc4c(c3)Sc3cc(OC[C@@H](CC)CCCC)ccc3N4CCCCCC)s2)[C@@H]1[O-],C1CCOC1,671.0,,,,,FluoDB-Lite,Dye aggregation,0.0,SquaricAcid,1.0,train,10.1016/j.dyepig.2014.07.031,
CCC1=C(C)C2=C(c3ccc(C=O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,CCC1=C(C)C2=C(c3ccc(C=O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,,,,,4.765668554759015,FluoDB-Lite,Epsilon,5.0,BODIPY,1.0,train,,
C[N+](C)=C1C=CC(=CC=C2C=CN(CCCCCCCCCCCCN3C=CC(=CC=C4C=CC(=[N+](C)C)C=C4)C=C3)C=C2)C=C1,ClC(Cl)Cl,C[N+](C)=C1C=CC(=CC=C2C=CN(CCCCCCCCCCCCN3C=CC(=CC=C4C=CC(=[N+](C)C)C=C4)C=C3)C=C2)C=C1,ClC(Cl)Cl,491.0,580.0,,,,FluoDB-Lite,Deep4Chem,4.0,Cyanine,11.0,test,10.1021/jp020877f,89.0
CCCCCCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc21,ClCCl,CCCCCCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc21,ClCCl,482.0,,,,,FluoDB-Lite,DSSCDB,3.0,Carbazole,1.0,train,10.1016/j.tet.2016.12.019,
CC(O)=Nc1ccc2ccc3cccc4ccc1c2c34,CCCCOCCCC,CC(O)=Nc1ccc2ccc3cccc4ccc1c2c34,CCCCOCCCC,341.0,385.0,,0.270000010728836,,FluoDB-Lite,Deep4Chem,8.0,PAHs,3.0,train,10.1016/j.dyepig.2007.11.003,44.0
CCCC[N+]1=CC(=c2ccc(=C3c4c(C)c(CC)c(C)n4[B-](F)(F)n4c(C)c(CC)c(C)c43)cc2)N=N1,CCO,CCCC[N+]1=CC(=c2ccc(=C3c4c(C)c(CC)c(C)n4[B-](F)(F)n4c(C)c(CC)c(C)c43)cc2)N=N1,CCO,523.5,538.0,,0.7799999713897705,,FluoDB-Lite,BODIPY,5.0,BODIPY,5.0,train,10.1002/chem.201100512,14.5
COc1cc2c(c(O)c1OC)C(=O)c1c(C)ccnc1C2=O,CO,COc1cc2c(c(O)c1OC)C(=O)c1c(C)ccnc1C2=O,CO,,,,,4.349999763970895,FluoDB-Lite,Epsilon,13.0,6n6,1.0,test,,
CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,353.0,,,0.05,,FluoDB-Lite,Deep4Chem,12.0,5n6,3.0,train,"10.1021/ol302237k,10.1021/acs.joc.7b01260",
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/C=C4\Sc5ccccc5N4CC)n3[B-](F)(F)[N+]2=C1/C=C/C=C1\Sc2ccccc2N1CC,ClCCl,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/C=C4\Sc5ccccc5N4CC)n3[B-](F)(F)[N+]2=C1/C=C/C=C1\Sc2ccccc2N1CC,ClCCl,895.0,,,,,FluoDB-Lite,SMFluo,4.0,Cyanine,2.0,valid,,
CCC1(CC)c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,CC#N,CCC1(CC)c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,CC#N,441.0,457.0,,0.2599999904632568,,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,5.0,train,10.1016/j.jlumin.2018.09.001,16.0
O=c1c(O)ccc(O)cc1Cc1ccc(O)cc1,CO,O=c1c(O)ccc(O)cc1Cc1ccc(O)cc1,CO,,,,,4.32221929473392,FluoDB-Lite,Epsilon,15.0,Benz,1.0,train,,
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,489.0,610.0,,0.1500000059604644,,FluoDB-Lite,Deep4Chem,8.0,PAHs,11.0,train,10.1021/jp035610a,121.0
Cc1cc(/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,ClC(Cl)Cl,Cc1cc(/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,ClC(Cl)Cl,604.0,658.0,,0.7609999775886536,,FluoDB-Lite,BODIPY,5.0,BODIPY,16.0,train,10.1021/jacs.7b05878,54.0
CSc1ccc(/C=c2\o/c(=C\c3ccccc3)c3ccccc23)cc1,ClCCl,CSc1ccc(/C=c2\o/c(=C\c3ccccc3)c3ccccc23)cc1,ClCCl,386.0,450.0,,0.0,4.439332693830263,FluoDB-Lite,ChemFluo,10.0,5p6,1.0,train,10.1016/j.dyepig.2014.10.013,64.0
CC(=O)Oc1cc(O)c2c(c1C(c1ccccc1)c1ccccc1)OC(c1ccccc1)CC2=O,CO,CC(=O)Oc1cc(O)c2c(c1C(c1ccccc1)c1ccccc1)OC(c1ccccc1)CC2=O,CO,,,,,4.400002345927956,FluoDB-Lite,Epsilon,11.0,6p6,1.0,train,,
Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCO,Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCO,606.0,754.0,,0.0070000002160668,,FluoDB-Lite,BODIPY,5.0,BODIPY,16.0,test,10.1021/jacs.7b05878,148.0
CC1(C)SC(=O)[C@@]1(C)N1C(=O)[C@H]2N=C(Cc3ccccc3)O[C@H]21,CCO,CC1(C)SC(=O)[C@@]1(C)N1C(=O)[C@H]2N=C(Cc3ccccc3)O[C@H]21,CCO,,,,,3.857332496431269,FluoDB-Lite,Epsilon,15.0,Benz,1.0,train,,
CCCCCc1c2nc(c(-c3cccc(OC)c3)c3ccc([nH]3)c(-c3cccc(OC)c3)c3nc(c(-c4cccc(OC)c4)c4ccc1[nH]4)C=C3)C=C2,ClCCl,CCCCCc1c2nc(c(-c3cccc(OC)c3)c3ccc([nH]3)c(-c3cccc(OC)c3)c3nc(c(-c4cccc(OC)c4)c4ccc1[nH]4)C=C3)C=C2,ClCCl,,,,,5.609999703842231,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
Cc1ccc(S(=O)(=O)OCC2=C(Cl)[C](Cl)C(=C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(Cl)=C2Cl)cc1,C1CCCCC1,Cc1ccc(S(=O)(=O)OCC2=C(Cl)[C](Cl)C(=C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(Cl)=C2Cl)cc1,C1CCCCC1,,,,,4.986324232241789,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
Oc1ccccc1C1=C2C=CC(c3ccc[nH]3)=[N+]2[B-](F)(F)n2cccc21,Cc1ccccc1,Oc1ccccc1C1=C2C=CC(c3ccc[nH]3)=[N+]2[B-](F)(F)n2cccc21,Cc1ccccc1,584.0,604.0,,0.3400000035762787,,FluoDB-Lite,BODIPY,5.0,BODIPY,5.0,test,10.1021/jo201183s,20.0
Oc1ccc(C2=[S+]c3cc4n(c3=C2)[B-](F)(F)n2c(cc3sc(-c5ccc(O)cc5)cc32)C=4C(F)(F)F)cc1,ClCCl,Oc1ccc(C2=[S+]c3cc4n(c3=C2)[B-](F)(F)n2c(cc3sc(-c5ccc(O)cc5)cc32)C=4C(F)(F)F)cc1,ClCCl,738.0,,,,,FluoDB-Lite,SMFluo,5.0,BODIPY,1.0,test,,
Cc1cc(-c2c3ccc(=[NH2+])cc-3sc3cc(N)ccc23)ccc1F,O,Cc1cc(-c2c3ccc(=[NH2+])cc-3sc3cc(N)ccc23)ccc1F,O,520.0,550.0,,,,FluoDB-Lite,ChemFluo,15.0,Benz,1.0,train,10.1021/ja068230m,30.0
CC1=CC(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)cc(C)n1[B-]2(F)F,CS(C)=O,CC1=CC(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)cc(C)n1[B-]2(F)F,CS(C)=O,500.0,,,,,FluoDB-Lite,SMFluo,5.0,BODIPY,7.0,train,,
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,CC#N,Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,CC#N,,435.0,,0.0013999999500811,,FluoDB-Lite,Deep4Chem,2.0,Coumarin,5.0,train,10.1016/j.jphotochem.2008.02.022,
Oc1c(Cl)cc(Cl)cc1C=Nc1nc2ccccc2s1,CO,Oc1c(Cl)cc(Cl)cc1C=Nc1nc2ccccc2s1,CO,270.0,,,,4.655138434811383,FluoDB-Lite,ChemDataExtractor,10.0,5p6,1.0,test,,
O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CCOC(C)=O,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CCOC(C)=O,402.0,487.0,,,4.740260025937805,FluoDB-Lite,Deep4Chem,2.0,Coumarin,10.0,train,10.1016/j.dyepig.2015.11.014,85.0
CC(C)NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,CC(C)NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,,,,0.97,5.0374998038495375,FluoDB-Lite,"Epsilon,BODIPY",4.0,Cyanine,6.0,train,10.1021/jo302758a,
CC1=C(I)C(C)=[N+]2C1=C(c1cccc(-c3nnc(C)nn3)c1)c1c(C)c(I)c(C)n1[B-]2(F)F,CC#N,CC1=C(I)C(C)=[N+]2C1=C(c1cccc(-c3nnc(C)nn3)c1)c1c(C)c(I)c(C)n1[B-]2(F)F,CC#N,528.0,551.0,,0.001,4.895499894402311,FluoDB-Lite,"Epsilon,BODIPY",5.0,BODIPY,1.0,train,10.1002/anie.201907093,23.0
COc1cc(OC)c2c(c1)C(=O)c1cnc(C)cc1C2=O,CCO,COc1cc(OC)c2c(c1)C(=O)c1cnc(C)cc1C2=O,CCO,,,,,4.43999704463581,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)c(I)c(C)c32)c1,CS(C)=O,COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)c(I)c(C)c32)c1,CS(C)=O,712.0,748.0,,0.02,4.869999858634525,FluoDB-Lite,"Deep4Chem,BODIPY",5.0,BODIPY,3.0,train,10.1016/j.jphotobiol.2015.02.006,36.0
CC1c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2cc3nc4c5cccc6ccc7cccc(c4nc3cc21)c7c65,CS(C)=O,CC1c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2cc3nc4c5cccc6ccc7cccc(c4nc3cc21)c7c65,CS(C)=O,429.0,,,,,FluoDB-Lite,ChemDataExtractor,8.0,PAHs,1.0,train,,
CC1=CC2=Cc3cc(C)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,CC1=CC2=Cc3cc(C)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,534.0,544.0,,0.93,4.8379998131122015,FluoDB-Lite,"Epsilon,BODIPY",5.0,BODIPY,5.0,test,10.1021/jo201082z,10.0
CN(C)c1ccc(/C=C/c2cccnn2)cc1,CS(C)=O,CN(C)c1ccc(/C=C/c2cccnn2)cc1,CS(C)=O,380.0,518.0,,,,FluoDB-Lite,Deep4Chem,13.0,6n6,5.0,train,dx.doi.org/10.1021/jo3004919,138.0
O[C@H]1c2nc(c(-c3ccc(C(F)(F)F)cc3)c3ccc([nH]3)c(-c3ccc(C(F)(F)F)cc3)c3nc(c(-c4ccc(C(F)(F)F)cc4)c4ccc([nH]4)c2-c2ccc(C(F)(F)F)cc2)C=C3)[C@H]1O,ClCCl,O[C@@H]1c2nc(c(-c3ccc(C(F)(F)F)cc3)c3ccc([nH]3)c(-c3ccc(C(F)(F)F)cc3)c3nc(c(-c4ccc(C(F)(F)F)cc4)c4ccc([nH]4)c2-c2ccc(C(F)(F)F)cc2)C=C3)[C@@H]1O,ClCCl,,,,,5.180000000448708,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
COc1ccc(N=C(O)OC(C)(C)C)c(-c2c3c(=O)cc(OC)cc-3n(C)c3ccccc23)c1,CCO,COc1ccc(N=C(O)OC(C)(C)C)c(-c2c3c(=O)cc(OC)cc-3n(C)c3ccccc23)c1,CCO,,,,,4.528916700277655,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,test,,
CCC1=C(C)C2=C(c3ccccc3)c3c(C)c(CC)c(C)n3[B-](OCC/N=C/c3ccccc3O)(OCC/N=C/c3ccccc3O)[N+]2=C1C,C1CCOC1,CCC1=C(C)C2=C(c3ccccc3)c3c(C)c(CC)c(C)n3[B-](OCC/N=C/c3ccccc3O)(OCC/N=C/c3ccccc3O)[N+]2=C1C,C1CCOC1,524.0,541.0,,0.6700000166893005,,FluoDB-Lite,BODIPY,5.0,BODIPY,1.0,train,10.1039/c3ob41370e,17.0
CCCCc1c2nc(c(CCCC)c3cc(/C=C/C=O)c([nH]3)c(CCCC)c3nc(c(CCCC)c4ccc1[nH]4)C=C3)C=C2,ClCCl,CCCCc1c2nc(c(CCCC)c3cc(/C=C/C=O)c([nH]3)c(CCCC)c3nc(c(CCCC)c4ccc1[nH]4)C=C3)C=C2,ClCCl,,,,,3.716003343634799,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,431.0,561.0,,0.1199999973177909,4.924403352476639,FluoDB-Lite,ChemFluo,13.0,6n6,1.0,train,10.1039/c2cc31662e,130.0
CCCCCCC1(CCCCCC)c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CCCCCC)(CCCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,ClCCl,CCCCCCC1(CCCCCC)c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CCCCCC)(CCCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,ClCCl,420.0,,,,,FluoDB-Lite,Dye aggregation,6.0,Triphenylamine,1.0,train,10.1021/jp902408z,
c1ccc2cc3ncccc3cc2c1,CCCCC,c1ccc2cc3ncccc3cc2c1,CCCCC,,,,,5.129995852469141,FluoDB-Lite,Epsilon,8.0,PAHs,4.0,train,,
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4ccc(N5c6ccccc6[Si](c6ccccc6)(c6ccccc6)c6ccccc65)cc4)cc3)n2)cc1,ClC(Cl)Cl,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4ccc(N5c6ccccc6[Si](c6ccccc6)(c6ccccc6)c6ccccc65)cc4)cc3)n2)cc1,ClC(Cl)Cl,,493.0,,,,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,4.0,train,10.1039/C6TC04653C,
CCOC(=O)COc1ccc(/C=C/c2c(CC)c(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)c(CC)c4C)c4ccccc4C2=C3C)cc1,ClCCl,CCOC(=O)COc1ccc(/C=C/c2c(CC)c(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)c(CC)c4C)c4ccccc4C2=C3C)cc1,ClCCl,675.0,714.0,,0.68,4.7600000472927295,FluoDB-Lite,"Deep4Chem,SMFluo",5.0,BODIPY,6.0,train,10.1021/acs.joc.6b00414,39.0
O=c1c2ccccc2[nH]c2cc(O)ccc12,O=S(=O)(O)O,O=c1c2ccccc2[nH]c2cc(O)ccc12,O=S(=O)(O)O,,,,,4.12057393120585,FluoDB-Lite,Epsilon,9.0,Acridines,2.0,train,,
CCC(CC)COc1cc2n(c1-c1ccccc1)[B-](F)(F)N1N=NN3C1=C2C1=CC(=[O+]CC(CC)CC)C(c2ccccc2)=[N+]1[B-]3(F)F,ClCCl,CCC(CC)COc1cc2n(c1-c1ccccc1)[B-](F)(F)N1N=NN3C1=C2C1=CC(=[O+]CC(CC)CC)C(c2ccccc2)=[N+]1[B-]3(F)F,ClCCl,700.0,730.0,,0.1199999973177909,4.963787827345556,FluoDB-Lite,Deep4Chem,4.0,Cyanine,3.0,test,10.1021/acs.joc.9b00603,30.0
N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC(C)=O,N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC(C)=O,370.0,506.0,,,,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,5.0,train,10.1016/j.dyepig.2017.01.010,136.0
CSC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCO,CSC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCO,523.5,536.0,,0.0065000001341104,,FluoDB-Lite,BODIPY,5.0,BODIPY,5.0,train,10.1002/cphc.201300818,12.5
Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)c(O)c2ccccc21,CCOC(C)=O,Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)c(O)c2ccccc21,CCOC(C)=O,423.0,493.0,,,,FluoDB-Lite,Deep4Chem,2.0,Coumarin,8.0,train,10.1016/j.dyepig.2019.04.028,70.0
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)O,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)O,518.5,535.5,,0.83,4.914000241231936,FluoDB-Lite,"Deep4Chem,BODIPY",5.0,BODIPY,31.0,valid,"10.1016/j.dyepig.2015.01.010,10.1016/S0301-0104(98)00215-8",17.0
O=C(COc1ccc2c(c1)oc(=O)c1ccccc12)c1ccc(F)cc1,CC#N,O=C(COc1ccc2c(c1)oc(=O)c1ccccc12)c1ccc(F)cc1,CC#N,,,,,4.339987766803348,FluoDB-Lite,Epsilon,2.0,Coumarin,1.0,valid,,
CC(=O)Oc1cc(OC(C)=O)c2c(c1)C(=O)c1cc(CI)cc(OC(C)=O)c1C2=O,CCO,CC(=O)Oc1cc(OC(C)=O)c2c(c1)C(=O)c1cc(CI)cc(OC(C)=O)c1C2=O,CCO,,,,,4.48315920971698,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
CCCc1c(/C=C(\C#N)C(=O)O)sc2cc(-c3ccc4c(c3)[C@@H]3CCC[C@@H]3N4c3ccc(OC(C)(C)C)cc3)sc12,ClCCl,CCCc1c(/C=C(\C#N)C(=O)O)sc2cc(-c3ccc4c(c3)[C@@H]3CCC[C@@H]3N4c3ccc(OC(C)(C)C)cc3)sc12,ClCCl,465.0,,,,,FluoDB-Lite,Dye aggregation,10.0,5p6,1.0,train,10.1021/cm400196w,
CCCCC1(CCCC)c2cc(/C=C(\C#N)C(=O)O)ccc2-c2ccc(N(c3ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc3)c3ccc4c(c3)C(CCCC)(CCCC)c3cc(/C=C(\C#N)C(=O)O)ccc3-4)cc21,ClCCCl,CCCCC1(CCCC)c2cc(/C=C(\C#N)C(=O)O)ccc2-c2ccc(N(c3ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc3)c3ccc4c(c3)C(CCCC)(CCCC)c3cc(/C=C(\C#N)C(=O)O)ccc3-4)cc21,ClCCCl,495.0,,,,,FluoDB-Lite,Dye aggregation,6.0,Triphenylamine,1.0,test,10.1039/C7NJ01516J,
Brc1ccc(NC2=Cc3nc2c(-c2ccccc2)c2ccc([nH]2)c(-c2ccccc2)c2nc(c(-c4ccccc4)c4ccc([nH]4)c3-c3ccccc3)C=C2)cc1,ClCCl,Brc1ccc(NC2=Cc3nc2c(-c2ccccc2)c2ccc([nH]2)c(-c2ccccc2)c2nc(c(-c4ccccc4)c4ccc([nH]4)c3-c3ccccc3)C=C2)cc1,ClCCl,,,,,5.300000006264581,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,test,,
OC1O[C@H](COc2c(F)c(F)c(Oc3ccc(-c4c5nc(c(-c6ccccc6)c6ccc([nH]6)c(-c6ccccc6)c6nc(c(-c7ccccc7)c7ccc4[nH]7)C=C6)C=C5)cc3)c(F)c2F)[C@H](O)[C@H](O)[C@H]1O,ClC(Cl)Cl,OC1O[C@H](COc2c(F)c(F)c(Oc3ccc(-c4c5nc(c(-c6ccccc6)c6ccc([nH]6)c(-c6ccccc6)c6nc(c(-c7ccccc7)c7ccc4[nH]7)C=C6)C=C5)cc3)c(F)c2F)[C@H](O)[C@H](O)[C@H]1O,ClC(Cl)Cl,,,,,5.6599998198406505,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,test,,
CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,ClCCl,CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,ClCCl,413.0,545.0,,0.0199999995529651,4.363611979892144,FluoDB-Lite,Deep4Chem,11.0,6p6,5.0,valid,10.1021/jo501305h,132.0
CCCCCC(=O)c1c(O)cc(O)c2c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C2CC(C)C,CO,CCCCCC(=O)c1c(O)cc(O)c2c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C2CC(C)C,CO,,,,,0.5198279862680059,FluoDB-Lite,Epsilon,11.0,6p6,1.0,test,,
O=C(O)c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,CO,O=C(O)c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,CO,,,,,5.023252459633712,FluoDB-Lite,Epsilon,9.0,Acridines,2.0,train,,
COc1cc(O)cc2oc3ccc(O)c(O)c3c(=O)c12,CO,COc1cc(O)cc2oc3ccc(O)c(O)c3c(=O)c12,CO,,,,,0.592176766929318,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,test,,
CC1CCCc2cc3cc4ccccc4nc3nc21,CN(C)C=O,CC1CCCc2cc3cc4ccccc4nc3nc21,CN(C)C=O,365.0,,,,,FluoDB-Lite,ChemDataExtractor,11.0,6p6,1.0,test,,
